Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
367,2.59,30.20%,0.0042,0.007592844
367 Sum,,,,0.007592844
368,24.05,13.69%,0.0068,0.141151374
368 Sum,,,,0.141151374
369,14.22,27.96%,0.0062,0.0635133456
369 Sum,,,,0.0635133456
370,19.21,28.45%,0.0035,0.0481066425
370 Sum,,,,0.0481066425
371,18.31,30.91%,0.0059,0.0746372361
371 Sum,,,,0.0746372361
372,17.45,20.59%,0.001,0.013857045
372 Sum,,,,0.013857045
373,9.12,32.01%,0.0091,0.0564262608
373 Sum,,,,0.0564262608
374,1.31,31.71%,0.0024,0.0021470376
374 Sum,,,,0.0021470376
375,5.66,39.31%,0.0081,0.0278239374
375 Sum,,,,0.0278239374
376,15.01,7.95%,0.0069,0.0953352645
376 Sum,,,,0.0953352645
377,10.92,15.00%,0.0062,0.0575484
377 Sum,,,,0.0575484
378,3.05,24.13%,0.007,0.016198245
378 Sum,,,,0.016198245
379,0.39,35.70%,0.0077,0.001930929
379 Sum,,,,0.001930929
380,23.23,2.87%,0.0069,0.1556867631
380 Sum,,,,0.1556867631
381,13.26,19.48%,0.0053,0.0565878456
381 Sum,,,,0.0565878456
382,12.7,24.02%,0.0041,0.039562786
382 Sum,,,,0.039562786
383,22.58,30.24%,0.0037,0.0582816896
383 Sum,,,,0.0582816896
384,19.86,7.27%,0.0045,0.082872801
384 Sum,,,,0.082872801
385,8.9,2.27%,0.0029,0.025224113
385 Sum,,,,0.025224113
386,24.28,7.86%,0.0093,0.2080558056
386 Sum,,,,0.2080558056
387,13.55,3.86%,0.0037,0.048199789
387 Sum,,,,0.048199789
388,8.65,4.12%,0.0049,0.040638738
388 Sum,,,,0.040638738
389,3.4,24.88%,0.0019,0.004852752
389 Sum,,,,0.004852752
390,22.05,4.03%,0.0059,0.1248521715
390 Sum,,,,0.1248521715
391,20.98,26.35%,0.0049,0.075713673
391 Sum,,,,0.075713673
392,21.26,21.94%,0.0007,0.0116168892
392 Sum,,,,0.0116168892
393,2.59,35.57%,0.0005,0.0008343685
393 Sum,,,,0.0008343685
394,21.77,31.70%,0.0014,0.020816474
394 Sum,,,,0.020816474
395,17.66,17.73%,0.0068,0.0987963976
395 Sum,,,,0.0987963976
396,5.01,35.97%,0.0027,0.0086613381
396 Sum,,,,0.0086613381
397,14.17,31.43%,0.0042,0.0408087498
397 Sum,,,,0.0408087498
398,4.15,18.68%,0.0071,0.023960938
398 Sum,,,,0.023960938
399,11.27,36.62%,0.0076,0.0542862376
399 Sum,,,,0.0542862376
400,6.16,29.76%,0.0021,0.0090862464
400 Sum,,,,0.0090862464
401,7.46,32.65%,0.0076,0.038184756
401 Sum,,,,0.038184756
402,8.37,33.23%,0.0084,0.0469446516
402 Sum,,,,0.0469446516
403,21.24,38.76%,0.0023,0.0299169648
403 Sum,,,,0.0299169648
404,10,37.05%,0.0007,0.0044065
404 Sum,,,,0.0044065
405,21.68,37.08%,0.0072,0.0982156032
405 Sum,,,,0.0982156032
406,4.29,34.71%,0.0077,0.0215672457
406 Sum,,,,0.0215672457
407,20.83,22.25%,0.0078,0.126323535
407 Sum,,,,0.126323535
408,12.47,6.52%,0.0081,0.0944213436
408 Sum,,,,0.0944213436
409,0.4,25.32%,0.0017,0.000507824
409 Sum,,,,0.000507824
410,15.16,13.04%,0.0095,0.125239792
410 Sum,,,,0.125239792
411,15.32,36.40%,0.0035,0.03410232
411 Sum,,,,0.03410232
412,20.3,15.49%,0.0087,0.149253111
412 Sum,,,,0.149253111
413,22.85,28.12%,0.0091,0.149463678
413 Sum,,,,0.149463678
414,2.15,23.14%,0.0097,0.016029153
414 Sum,,,,0.016029153
415,22.73,37.87%,0.0083,0.1172138367
415 Sum,,,,0.1172138367
416,22.63,2.74%,0.0015,0.033014907
416 Sum,,,,0.033014907
417,23.48,39.50%,0.0079,0.11222266
417 Sum,,,,0.11222266
418,2.23,21.37%,0.0055,0.0096439695
418 Sum,,,,0.0096439695
419,1.38,37.92%,0.0096,0.0082243584
419 Sum,,,,0.0082243584
420,16.04,18.19%,0.0072,0.0944807328
420 Sum,,,,0.0944807328
421,17.37,31.79%,0.0063,0.0746428851
421 Sum,,,,0.0746428851
422,4.09,3.06%,0.0002,0.0007929692
422 Sum,,,,0.0007929692
423,9.84,28.29%,0.0071,0.0500994744
423 Sum,,,,0.0500994744
424,0.88,37.64%,0.0049,0.0026889632
424 Sum,,,,0.0026889632
425,24.91,35.30%,0.0075,0.120875775
425 Sum,,,,0.120875775
426,15.98,20.84%,0.0073,0.0923433064
426 Sum,,,,0.0923433064
427,16.38,32.55%,0.0079,0.087281649
427 Sum,,,,0.087281649
428,15.55,13.85%,0.0039,0.0522456675
428 Sum,,,,0.0522456675
429,12.22,0.72%,0.0003,0.0036396048
429 Sum,,,,0.0036396048
430,0.91,38.70%,0.0022,0.001227226
430 Sum,,,,0.001227226
431,12.92,33.15%,0.0037,0.031956974
431 Sum,,,,0.031956974
432,14.55,6.09%,0.0007,0.0095647335
432 Sum,,,,0.0095647335
433,8.76,1.79%,0.0015,0.012904794
433 Sum,,,,0.012904794
434,16.71,13.29%,0.0036,0.0521612676
434 Sum,,,,0.0521612676
435,13.01,30.73%,0.0093,0.0838118511
435 Sum,,,,0.0838118511
436,18.33,12.63%,0.0079,0.1265178759
436 Sum,,,,0.1265178759
437,9.93,12.86%,0.0008,0.0069224016
437 Sum,,,,0.0069224016
438,22.13,24.80%,0.0018,0.029955168
438 Sum,,,,0.029955168
439,5.31,1.90%,0.001,0.00520911
439 Sum,,,,0.00520911
440,23.31,8.43%,0.0058,0.1238008086
440 Sum,,,,0.1238008086
441,0.87,38.23%,0.006,0.003224394
441 Sum,,,,0.003224394
442,7.52,32.11%,0.0075,0.03828996
442 Sum,,,,0.03828996
443,12.35,29.90%,0.0056,0.04848116
443 Sum,,,,0.04848116
444,17.93,32.76%,0.0064,0.0771592448
444 Sum,,,,0.0771592448
445,14.02,38.14%,0.005,0.04336386
445 Sum,,,,0.04336386
446,11.96,35.81%,0.0044,0.0337793456
446 Sum,,,,0.0337793456
447,2.86,18.07%,0.0088,0.0206201424
447 Sum,,,,0.0206201424
448,12.56,22.77%,0.0007,0.0067900616
448 Sum,,,,0.0067900616
449,16.34,17.66%,0.0063,0.0847624428
449 Sum,,,,0.0847624428
450,3.94,35.51%,0.0088,0.0223599728
450 Sum,,,,0.0223599728
451,16.18,24.11%,0.0066,0.0810414132
451 Sum,,,,0.0810414132
452,9,27.26%,0.0094,0.06153804
452 Sum,,,,0.06153804
453,10.55,25.64%,0.0045,0.03530241
453 Sum,,,,0.03530241
454,12.74,7.88%,0.0029,0.0340346552
454 Sum,,,,0.0340346552
455,13.42,16.30%,0.0099,0.111202146
455 Sum,,,,0.111202146
456,7.85,12.29%,0.0062,0.042688457
456 Sum,,,,0.042688457
457,20.62,30.72%,0.0071,0.1014273056
457 Sum,,,,0.1014273056
458,8.74,23.78%,0.0093,0.0619531404
458 Sum,,,,0.0619531404
459,22.31,27.44%,0.0086,0.1392179696
459 Sum,,,,0.1392179696
460,18.03,39.31%,0.0018,0.0196963326
460 Sum,,,,0.0196963326
461,9.26,11.70%,0.0061,0.049877138
461 Sum,,,,0.049877138
462,16.42,4.95%,0.0029,0.045260909
462 Sum,,,,0.045260909
463,17.44,7.15%,0.0044,0.071249376
463 Sum,,,,0.071249376
464,13.68,5.65%,0.0045,0.05808186
464 Sum,,,,0.05808186
465,0.87,16.26%,0.0072,0.0052454736
465 Sum,,,,0.0052454736
466,11.86,21.94%,0.0086,0.0796180776
466 Sum,,,,0.0796180776
467,7.23,19.56%,0.0084,0.0488528208
467 Sum,,,,0.0488528208
468,3.76,22.15%,0.0031,0.009074196
468 Sum,,,,0.009074196
469,19.91,8.86%,0.0079,0.1433531946
469 Sum,,,,0.1433531946
470,19.8,39.34%,0.0099,0.118905732
470 Sum,,,,0.118905732
471,20,14.32%,0.0071,0.1216656
471 Sum,,,,0.1216656
472,24.13,3.05%,0.0013,0.0304122455
472 Sum,,,,0.0304122455
473,7.55,12.75%,0.009,0.059286375
473 Sum,,,,0.059286375
474,5.89,5.71%,0.0053,0.0294345093
474 Sum,,,,0.0294345093
475,23.96,37.06%,0.0017,0.0256367208
475 Sum,,,,0.0256367208
476,13.42,29.38%,0.0066,0.0625495464
476 Sum,,,,0.0625495464
477,15.49,37.89%,0.0048,0.0461800272
477 Sum,,,,0.0461800272
478,15.55,10.19%,0.0027,0.0377067285
478 Sum,,,,0.0377067285
479,20.51,39.36%,0.0037,0.0460178768
479 Sum,,,,0.0460178768
480,4.65,33.18%,0.0012,0.003728556
480 Sum,,,,0.003728556
481,22.71,3.42%,0.0004,0.0087733272
481 Sum,,,,0.0087733272
482,2.05,10.38%,0.0001,0.000183721
482 Sum,,,,0.000183721
483,16.56,1.98%,0.0015,0.024348168
483 Sum,,,,0.024348168
484,24.01,36.10%,0.0058,0.088985862
484 Sum,,,,0.088985862
485,23.02,9.10%,0.0006,0.012555108
485 Sum,,,,0.012555108
486,8.97,32.24%,0.0018,0.0109405296
486 Sum,,,,0.0109405296
487,13.88,39.92%,0.006,0.050034624
487 Sum,,,,0.050034624
488,18.85,16.45%,0.0011,0.0173240925
488 Sum,,,,0.0173240925
489,21.34,24.76%,0.0074,0.1188159984
489 Sum,,,,0.1188159984
490,6.59,12.45%,0.0076,0.043848542
490 Sum,,,,0.043848542
491,23.48,18.00%,0.0042,0.08086512
491 Sum,,,,0.08086512
492,18.09,13.18%,0.0012,0.0188468856
492 Sum,,,,0.0188468856
493,24.38,23.06%,0.0003,0.0056273916
493 Sum,,,,0.0056273916
494,8.36,38.75%,0.0001,0.00051205
494 Sum,,,,0.00051205
495,18.87,28.97%,0.0092,0.1233109212
495 Sum,,,,0.1233109212
496,21.33,19.74%,0.0018,0.0308150244
496 Sum,,,,0.0308150244
497,4.94,0.80%,0.0046,0.022542208
497 Sum,,,,0.022542208
498,9.45,4.01%,0.0035,0.0317486925
498 Sum,,,,0.0317486925
499,12.8,23.68%,0.0006,0.005861376
499 Sum,,,,0.005861376
500,24.25,29.88%,0.0027,0.04591107
500 Sum,,,,0.04591107
501,7.77,4.90%,0.0047,0.034729569
501 Sum,,,,0.034729569
502,10.42,3.35%,0.0001,0.001007093
502 Sum,,,,0.001007093
503,16.48,29.40%,0.0047,0.054683936
503 Sum,,,,0.054683936
504,19.35,2.51%,0.009,0.169778835
504 Sum,,,,0.169778835
505,21.98,5.39%,0.0061,0.1268511958
505 Sum,,,,0.1268511958
506,13.6,35.45%,0.0047,0.04126036
506 Sum,,,,0.04126036
507,7.29,16.18%,0.004,0.024441912
507 Sum,,,,0.024441912
508,10.15,1.36%,0.0045,0.04505382
508 Sum,,,,0.04505382
509,5.39,22.31%,0.0032,0.0133999712
509 Sum,,,,0.0133999712
510,21.44,17.91%,0.0037,0.0651203552
510 Sum,,,,0.0651203552
511,23.4,29.22%,0.005,0.0828126
511 Sum,,,,0.0828126
512,5.89,35.80%,0.0056,0.021175728
512 Sum,,,,0.021175728
513,20.24,34.52%,0.0045,0.059639184
513 Sum,,,,0.059639184
514,9.5,39.91%,0.0003,0.001712565
514 Sum,,,,0.001712565
515,3.37,25.60%,0.0053,0.013288584
515 Sum,,,,0.013288584
516,24.77,2.43%,0.0082,0.1981783298
516 Sum,,,,0.1981783298
517,0.22,29.93%,0.0077,0.0011869858
517 Sum,,,,0.0011869858
518,14.57,0.26%,0.0001,0.0014532118
518 Sum,,,,0.0014532118
519,2.24,37.10%,0.0011,0.001549856
519 Sum,,,,0.001549856
520,23.54,20.69%,0.0026,0.0485408924
520 Sum,,,,0.0485408924
521,18.04,37.67%,0.0081,0.0910790892
521 Sum,,,,0.0910790892
522,9.49,37.45%,0.0081,0.0480815595
522 Sum,,,,0.0480815595
523,10.65,10.55%,0.0046,0.043821555
523 Sum,,,,0.043821555
524,7.22,0.51%,0.0058,0.0416624324
524 Sum,,,,0.0416624324
525,8,2.23%,0.0042,0.03285072
525 Sum,,,,0.03285072
526,2.07,32.81%,0.0029,0.0040334157
526 Sum,,,,0.0040334157
527,2.12,9.52%,0.003,0.005754528
527 Sum,,,,0.005754528
528,11.5,16.10%,0.0043,0.04148855
528 Sum,,,,0.04148855
529,13.47,27.31%,0.0012,0.0117496116
529 Sum,,,,0.0117496116
530,20.43,19.11%,0.0059,0.0975023793
530 Sum,,,,0.0975023793
531,7.35,35.33%,0.0037,0.0175870065
531 Sum,,,,0.0175870065
532,3.85,5.49%,0.0089,0.0323838515
532 Sum,,,,0.0323838515
533,23.62,14.67%,0.0021,0.0423253866
533 Sum,,,,0.0423253866
534,7.2,33.12%,0.0041,0.019742976
534 Sum,,,,0.019742976
535,16,33.50%,0.002,0.02128
535 Sum,,,,0.02128
536,1.11,31.53%,0.0014,0.0010640238
536 Sum,,,,0.0010640238
537,18.71,36.05%,0.0094,0.112471423
537 Sum,,,,0.112471423
538,19.4,14.22%,0.0063,0.104840316
538 Sum,,,,0.104840316
539,4.83,23.21%,0.0018,0.0066761226
539 Sum,,,,0.0066761226
540,3.15,31.35%,0.0048,0.01037988
540 Sum,,,,0.01037988
541,8.79,13.47%,0.0053,0.0403117311
541 Sum,,,,0.0403117311
542,10.49,39.32%,0.0071,0.0451938572
542 Sum,,,,0.0451938572
543,20.23,12.70%,0.0002,0.003532158
543 Sum,,,,0.003532158
544,11.53,7.46%,0.0022,0.0234736964
544 Sum,,,,0.0234736964
545,7.18,31.18%,0.0018,0.0088942968
545 Sum,,,,0.0088942968
546,21.12,19.59%,0.0027,0.0458529984
546 Sum,,,,0.0458529984
547,2.62,6.09%,0.0026,0.0063971492
547 Sum,,,,0.0063971492
548,1.96,9.92%,0.0093,0.0164197824
548 Sum,,,,0.0164197824
549,10.32,6.96%,0.0008,0.0076813824
549 Sum,,,,0.0076813824
550,6.69,35.20%,0.0012,0.005202144
550 Sum,,,,0.005202144
551,6.46,39.26%,0.0082,0.0321751928
551 Sum,,,,0.0321751928
552,5.58,10.18%,0.0022,0.0110263032
552 Sum,,,,0.0110263032
553,5.91,39.52%,0.0068,0.0243057024
553 Sum,,,,0.0243057024
554,2.13,14.00%,0.0051,0.00934218
554 Sum,,,,0.00934218
555,1.12,30.02%,0.0007,0.0005486432
555 Sum,,,,0.0005486432
556,12.7,1.46%,0.0058,0.072584564
556 Sum,,,,0.072584564
557,14.31,7.12%,0.0039,0.0518353992
557 Sum,,,,0.0518353992
558,13.02,8.21%,0.0091,0.1087546278
558 Sum,,,,0.1087546278
559,20.87,2.52%,0.0052,0.1057891952
559 Sum,,,,0.1057891952
560,24.51,28.54%,0.0018,0.0315267228
560 Sum,,,,0.0315267228
561,14.89,33.26%,0.0075,0.074531895
561 Sum,,,,0.074531895
562,22.45,32.05%,0.0042,0.064070055
562 Sum,,,,0.064070055
563,22.72,8.08%,0.0003,0.0062652672
563 Sum,,,,0.0062652672
564,14.06,9.98%,0.004,0.050627248
564 Sum,,,,0.050627248
565,12.43,13.76%,0.0086,0.0921888352
565 Sum,,,,0.0921888352
566,8.95,7.16%,0.0045,0.03739131
566 Sum,,,,0.03739131
567,15.76,19.12%,0.0087,0.1108961856
567 Sum,,,,0.1108961856
568,17.78,31.37%,0.0009,0.0109821726
568 Sum,,,,0.0109821726
569,12.6,0.09%,0.0075,0.09441495
569 Sum,,,,0.09441495
570,5.85,8.15%,0.0046,0.024716835
570 Sum,,,,0.024716835
571,21.79,35.55%,0.0095,0.1334147225
571 Sum,,,,0.1334147225
572,13.62,39.64%,0.0089,0.0731671848
572 Sum,,,,0.0731671848
573,14.97,1.90%,0.0083,0.121890231
573 Sum,,,,0.121890231
574,5.5,9.26%,0.0078,0.03892746
574 Sum,,,,0.03892746
575,13.66,35.43%,0.0088,0.0776183056
575 Sum,,,,0.0776183056
576,15.63,1.91%,0.002,0.030662934
576 Sum,,,,0.030662934
577,8.17,39.39%,0.0016,0.0079229392
577 Sum,,,,0.0079229392
578,18.91,21.49%,0.004,0.059384964
578 Sum,,,,0.059384964
579,22.32,21.83%,0.0063,0.1099195272
579 Sum,,,,0.1099195272
580,14.23,1.35%,0.0002,0.002807579
580 Sum,,,,0.002807579
581,15.65,10.73%,0.0066,0.092206983
581 Sum,,,,0.092206983
582,24.99,33.48%,0.001,0.016623348
582 Sum,,,,0.016623348
583,12.15,31.59%,0.0053,0.0440526195
583 Sum,,,,0.0440526195
584,17.66,23.34%,0.0019,0.0257224964
584 Sum,,,,0.0257224964
585,4.01,37.85%,0.0016,0.003987544
585 Sum,,,,0.003987544
586,19.36,3.05%,0.0032,0.060062464
586 Sum,,,,0.060062464
587,2.14,12.72%,0.0089,0.0166233488
587 Sum,,,,0.0166233488
588,1.39,8.89%,0.0033,0.0041792157
588 Sum,,,,0.0041792157
589,9.61,11.12%,0.0057,0.0486857976
589 Sum,,,,0.0486857976
590,7.43,21.73%,0.0063,0.0366374043
590 Sum,,,,0.0366374043
591,15.2,34.75%,0.0074,0.0733932
591 Sum,,,,0.0733932
592,8.56,31.22%,0.009,0.052988112
592 Sum,,,,0.052988112
593,6.31,17.03%,0.0026,0.0136120582
593 Sum,,,,0.0136120582
594,20.51,22.63%,0.0067,0.1063195329
594 Sum,,,,0.1063195329
595,2.83,39.82%,0.005,0.00851547
595 Sum,,,,0.00851547
596,19.55,21.11%,0.0026,0.040099787
596 Sum,,,,0.040099787
597,23.26,25.28%,0.0088,0.1529428736
597 Sum,,,,0.1529428736
598,6.74,22.34%,0.0093,0.0486788412
598 Sum,,,,0.0486788412
599,10.15,14.27%,0.0036,0.031325742
599 Sum,,,,0.031325742
600,15.94,39.18%,0.0034,0.0329620072
600 Sum,,,,0.0329620072
601,2.22,4.55%,0.0014,0.002966586
601 Sum,,,,0.002966586
602,3.32,25.28%,0.0036,0.0089305344
602 Sum,,,,0.0089305344
603,12.34,37.73%,0.0019,0.0145998242
603 Sum,,,,0.0145998242
604,18.92,16.51%,0.0061,0.0963574788
604 Sum,,,,0.0963574788
605,7.98,18.90%,0.0035,0.02265123
605 Sum,,,,0.02265123
606,22.43,10.91%,0.002,0.039965774
606 Sum,,,,0.039965774
607,22.84,34.05%,0.0004,0.006025192
607 Sum,,,,0.006025192
608,22.94,32.37%,0.0099,0.1535917878
608 Sum,,,,0.1535917878
609,2.88,37.48%,0.0086,0.0154849536
609 Sum,,,,0.0154849536
610,1.26,31.48%,0.0019,0.0016403688
610 Sum,,,,0.0016403688
611,10.7,7.26%,0.0083,0.082362394
611 Sum,,,,0.082362394
612,24.99,28.26%,0.0085,0.152386521
612 Sum,,,,0.152386521
613,15.68,0.93%,0.0077,0.1196131552
613 Sum,,,,0.1196131552
614,10.69,32.08%,0.0028,0.0203298144
614 Sum,,,,0.0203298144
615,14.59,39.93%,0.0032,0.0280454816
615 Sum,,,,0.0280454816
616,20.32,0.01%,0.0099,0.2011478832
616 Sum,,,,0.2011478832
617,2.19,14.69%,0.0026,0.0048575514
617 Sum,,,,0.0048575514
618,19.88,7.52%,0.0059,0.1084716416
618 Sum,,,,0.1084716416
619,11.73,36.89%,0.0028,0.0207278484
619 Sum,,,,0.0207278484
620,6.01,5.49%,0.0045,0.0255602295
620 Sum,,,,0.0255602295
621,23.58,23.95%,0.0051,0.091456209
621 Sum,,,,0.091456209
622,23.83,20.17%,0.0001,0.0019023489
622 Sum,,,,0.0019023489
623,23.15,28.62%,0.0041,0.067750327
623 Sum,,,,0.067750327
624,15.41,29.03%,0.0078,0.0853045206
624 Sum,,,,0.0853045206
625,7.2,17.47%,0.0087,0.051696792
625 Sum,,,,0.051696792
626,1.56,39.78%,0.0021,0.0019728072
626 Sum,,,,0.0019728072
627,1.5,30.67%,0.0033,0.003431835
627 Sum,,,,0.003431835
628,23.77,10.07%,0.0067,0.1432216187
628 Sum,,,,0.1432216187
629,3.52,19.13%,0.0018,0.0051239232
629 Sum,,,,0.0051239232
630,6.64,32.31%,0.0029,0.0130343864
630 Sum,,,,0.0130343864
631,10.35,2.42%,0.0038,0.038378214
631 Sum,,,,0.038378214
632,14.27,1.53%,0.0031,0.0435601739
632 Sum,,,,0.0435601739
633,5.41,18.77%,0.0027,0.0118652661
633 Sum,,,,0.0118652661
634,4.08,10.79%,0.0057,0.0207466776
634 Sum,,,,0.0207466776
635,24.93,39.55%,0.009,0.135631665
635 Sum,,,,0.135631665
636,22.98,34.75%,0.0021,0.031488345
636 Sum,,,,0.031488345
637,1.3,36.81%,0.0026,0.002135822
637 Sum,,,,0.002135822
638,18.38,8.72%,0.0039,0.0654313296
638 Sum,,,,0.0654313296
639,0,8.57%,0.0075,0
639 Sum,,,,0
640,7.83,24.40%,0.0084,0.049723632
640 Sum,,,,0.049723632
641,9.97,4.62%,0.0035,0.033282851
641 Sum,,,,0.033282851
642,7.13,23.22%,0.0037,0.0202553318
642 Sum,,,,0.0202553318
643,13.02,31.24%,0.0096,0.0859444992
643 Sum,,,,0.0859444992
644,23.3,34.18%,0.0044,0.067478664
644 Sum,,,,0.067478664
645,6.8,27.86%,0.0053,0.025999256
645 Sum,,,,0.025999256
646,14.87,17.15%,0.0058,0.071454811
646 Sum,,,,0.071454811
647,22.26,32.21%,0.0081,0.1222294374
647 Sum,,,,0.1222294374
648,12.31,36.40%,0.0024,0.018789984
648 Sum,,,,0.018789984
649,3.97,35.55%,0.0076,0.019445854
649 Sum,,,,0.019445854
650,22.04,16.61%,0.0058,0.1065991048
650 Sum,,,,0.1065991048
651,20.76,4.03%,0.01,0.19923372
651 Sum,,,,0.19923372
652,16.64,38.56%,0.0011,0.0112459776
652 Sum,,,,0.0112459776
653,8.03,1.72%,0.0005,0.003945942
653 Sum,,,,0.003945942
654,18.6,37.43%,0.0059,0.068664318
654 Sum,,,,0.068664318
655,10.22,5.50%,0.0094,0.09078426
655 Sum,,,,0.09078426
656,3.91,11.23%,0.0071,0.0246434397
656 Sum,,,,0.0246434397
657,20.98,19.77%,0.0051,0.0858444954
657 Sum,,,,0.0858444954
658,14.78,27.75%,0.0012,0.01281426
658 Sum,,,,0.01281426
659,13.96,23.55%,0.0058,0.061900036
659 Sum,,,,0.061900036
660,14.59,34.45%,0.0068,0.065033466
660 Sum,,,,0.065033466
661,21.5,8.60%,0.0073,0.1434523
661 Sum,,,,0.1434523
662,1.14,29.92%,0.0048,0.0038347776
662 Sum,,,,0.0038347776
663,16.39,1.85%,0.0096,0.154433136
663 Sum,,,,0.154433136
664,6.42,6.22%,0.0096,0.0577984896
664 Sum,,,,0.0577984896
665,2.4,2.75%,0.0003,0.0007002
665 Sum,,,,0.0007002
666,20.78,19.53%,0.0055,0.091969163
666 Sum,,,,0.091969163
667,22.66,29.08%,0.0071,0.1141003512
667 Sum,,,,0.1141003512
668,24.74,2.87%,0.0038,0.0913138556
668 Sum,,,,0.0913138556
669,3.93,1.11%,0.0021,0.0081613917
669 Sum,,,,0.0081613917
670,21.43,36.61%,0.0042,0.0570548034
670 Sum,,,,0.0570548034
671,22.91,21.41%,0.0079,0.1422392551
671 Sum,,,,0.1422392551
672,0.86,19.70%,0.0043,0.002969494
672 Sum,,,,0.002969494
673,0.06,3.13%,0.0087,0.0005056614
673 Sum,,,,0.0005056614
674,12.8,24.41%,0.0083,0.080306816
674 Sum,,,,0.080306816
675,2.57,39.55%,0.0042,0.006524973
675 Sum,,,,0.006524973
676,17.85,2.58%,0.0062,0.107814714
676 Sum,,,,0.107814714
677,12.15,39.47%,0.0071,0.0522162045
677 Sum,,,,0.0522162045
678,1.4,2.10%,0.002,0.0027412
678 Sum,,,,0.0027412
679,1.31,38.88%,0.0047,0.0037631584
679 Sum,,,,0.0037631584
680,18.73,37.20%,0.0001,0.001176244
680 Sum,,,,0.001176244
681,1.59,11.64%,0.002,0.002809848
681 Sum,,,,0.002809848
682,7.71,8.41%,0.0045,0.0317771505
682 Sum,,,,0.0317771505
683,18.51,17.98%,0.0089,0.1351189278
683 Sum,,,,0.1351189278
684,21.6,23.93%,0.009,0.14788008
684 Sum,,,,0.14788008
685,5.46,21.40%,0.0051,0.021886956
685 Sum,,,,0.021886956
686,20.62,6.67%,0.0088,0.1693528848
686 Sum,,,,0.1693528848
687,6.07,23.74%,0.0067,0.0310141794
687 Sum,,,,0.0310141794
688,9.08,14.56%,0.0051,0.0395655552
688 Sum,,,,0.0395655552
689,18.08,5.58%,0.0082,0.1399833152
689 Sum,,,,0.1399833152
690,20.78,20.32%,0.0023,0.0380822592
690 Sum,,,,0.0380822592
691,8.05,3.29%,0.0026,0.020241403
691 Sum,,,,0.020241403
692,17.38,29.54%,0.0083,0.1016413684
692 Sum,,,,0.1016413684
693,7.04,8.39%,0.0069,0.0445004736
693 Sum,,,,0.0445004736
694,17.03,7.63%,0.0007,0.0110114277
694 Sum,,,,0.0110114277
695,12.17,38.75%,0.0092,0.06857795
695 Sum,,,,0.06857795
696,19.65,29.49%,0.0098,0.135781107
696 Sum,,,,0.135781107
697,12.67,16.75%,0.0036,0.03797199
697 Sum,,,,0.03797199
698,9.55,14.84%,0.0098,0.079701244
698 Sum,,,,0.079701244
699,10.6,6.21%,0.0043,0.042749482
699 Sum,,,,0.042749482
700,7.85,21.15%,0.0082,0.050755745
700 Sum,,,,0.050755745
701,17.87,30.92%,0.0033,0.0407371668
701 Sum,,,,0.0407371668
702,17.14,27.64%,0.0064,0.0793760256
702 Sum,,,,0.0793760256
703,24.95,17.29%,0.0018,0.037145061
703 Sum,,,,0.037145061
704,6.03,29.22%,0.0095,0.040546323
704 Sum,,,,0.040546323
705,8.26,22.56%,0.0083,0.0530913152
705 Sum,,,,0.0530913152
706,12.74,37.06%,0.0099,0.0793837044
706 Sum,,,,0.0793837044
707,6.52,19.86%,0.0067,0.0350083576
707 Sum,,,,0.0350083576
708,9.84,35.21%,0.0051,0.0325142136
708 Sum,,,,0.0325142136
709,15.11,23.98%,0.0045,0.051689799
709 Sum,,,,0.051689799
710,24.68,36.20%,0.003,0.04723752
710 Sum,,,,0.04723752
711,5.96,20.18%,0.0013,0.0061844536
711 Sum,,,,0.0061844536
712,1.92,37.09%,0.001,0.001207872
712 Sum,,,,0.001207872
713,16.03,38.86%,0.0077,0.0754657134
713 Sum,,,,0.0754657134
714,2.27,37.87%,0.0034,0.0047951934
714 Sum,,,,0.0047951934
715,15.86,39.96%,0.0009,0.0085701096
715 Sum,,,,0.0085701096
716,19.72,15.60%,0.0014,0.023301152
716 Sum,,,,0.023301152
717,3.33,30.95%,0.0013,0.0029891745
717 Sum,,,,0.0029891745
718,5.03,32.94%,0.0006,0.0020238708
718 Sum,,,,0.0020238708
719,3.14,15.18%,0.0059,0.0157137532
719 Sum,,,,0.0157137532
720,4.53,10.91%,0.006,0.024214662
720 Sum,,,,0.024214662
721,1.27,36.91%,0.0099,0.0079323057
721 Sum,,,,0.0079323057
722,19.85,22.18%,0.0098,0.151383246
722 Sum,,,,0.151383246
723,16.3,31.51%,0.0024,0.026793288
723 Sum,,,,0.026793288
724,5.01,26.52%,0.0005,0.001840674
724 Sum,,,,0.001840674
725,21.5,25.66%,0.0065,0.10389015
725 Sum,,,,0.10389015
726,0.13,17.69%,0.0063,0.0006741189
726 Sum,,,,0.0006741189
727,8.97,2.73%,0.0047,0.0410080593
727 Sum,,,,0.0410080593
728,17.51,28.85%,0.0097,0.1208461405
728 Sum,,,,0.1208461405
729,11.12,23.70%,0.0057,0.048361992
729 Sum,,,,0.048361992
730,2.87,8.30%,0.005,0.01315895
730 Sum,,,,0.01315895
731,2.37,11.72%,0.0093,0.0194577948
731 Sum,,,,0.0194577948
732,0.78,23.60%,0.0009,0.000536328
732 Sum,,,,0.000536328
733,14.09,28.42%,0.0005,0.005042811
733 Sum,,,,0.005042811
734,21.78,0.25%,0.0056,0.12166308
734 Sum,,,,0.12166308
